EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,DistanceFromHome_KM,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,StockOptionLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,Attrition,Reason_Category,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason
EMP03066,44,Female,Married,R&D,ML Engineer,Business,4,Travel_Frequently,6,46706,14,26,6,3,3,4,0,Yes,0,3,4,1,2,3,3,Yes,Relocation and personal,Needed to relocate closer to family.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP03067,36,Female,Single,Sales,Sales Executive,Human Resources,2,Travel_Frequently,1,12000,18,18,2,1,0,0,4,Yes,1,3,3,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03068,36,Male,Married,IT,DevOps Engineer,Life Sciences,3,Travel_Frequently,1,52991,17,18,1,0,0,2,1,No,0,2,3,4,3,4,3,Yes,Compensation and Benefits,Employee felt underpaid compared to market standards.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP03069,21,Female,Married,R&D,ML Engineer,Computer Science,1,Travel_Frequently,1,82074,11,11,7,3,0,5,4,No,0,4,4,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03070,48,Male,Divorced,IT,Software Engineer,Marketing,4,Travel_Frequently,1,93792,14,30,7,3,1,4,4,Yes,0,4,3,3,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03071,23,Male,Single,Operations,Operations Executive,Life Sciences,5,Travel_Rarely,8,71860,12,6,3,2,1,6,2,No,0,3,3,2,4,1,3,Yes,Career Growth and Promotion,Pursuing an opportunity considered a step up.,Yes,Flexible Work,No,Action didn't address the actual root cause
EMP03072,22,Female,Married,R&D,Data Scientist,Medical,1,Travel_Frequently,7,38358,11,4,1,0,0,0,0,No,1,4,4,3,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03073,26,Female,Single,Finance,Financial Analyst,Business,2,Travel_Rarely,7,100996,11,8,1,0,0,7,5,No,2,2,3,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03074,35,Male,Married,Sales,Sales Representative,Business,3,Travel_Frequently,30,73220,11,17,0,0,0,4,2,No,0,3,3,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03075,36,Male,Married,Sales,Account Manager,Medical,4,Travel_Rarely,8,59963,17,18,0,0,0,1,5,No,0,4,4,3,3,3,3,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03076,30,Female,Divorced,Marketing,Content Strategist,Marketing,5,Travel_Frequently,13,110698,15,12,4,1,0,6,2,No,1,4,1,1,3,1,3,Yes,Compensation and Benefits,Cited lack of salary revision despite good performance.,Yes,Salary Hike,Yes,Action directly addressed the root cause of dissatisfaction
EMP03077,33,Female,Divorced,R&D,Data Scientist,Life Sciences,1,Travel_Rarely,6,71060,13,15,0,0,0,4,3,No,2,2,4,4,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03078,48,Male,Divorced,R&D,Data Scientist,Other,2,Travel_Rarely,1,68854,11,30,3,2,1,1,4,No,2,3,4,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03079,20,Male,Married,Human Resources,HR Manager,Marketing,4,Travel_Frequently,7,45157,14,7,2,1,0,3,0,No,0,2,2,3,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03080,24,Male,Divorced,Sales,Sales Representative,Business,5,Travel_Rarely,1,48555,21,19,14,6,0,0,5,Yes,0,4,4,3,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03081,31,Male,Single,Marketing,Marketing Executive,Business,4,Travel_Frequently,2,68153,12,13,7,6,1,6,3,No,1,3,4,4,4,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03082,37,Male,Divorced,Marketing,Marketing Manager,Life Sciences,5,Travel_Rarely,1,73731,13,19,11,10,2,7,0,Yes,1,3,2,3,3,4,3,Yes,Relocation and personal,Moving abroad for personal reasons.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP03083,32,Male,Married,Human Resources,Recruiter,Human Resources,5,Travel_Rarely,5,81822,12,14,5,2,1,3,2,No,2,2,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03084,38,Female,Married,R&D,Research Scientist,Marketing,4,Travel_Rarely,18,78509,11,20,5,4,4,0,4,No,2,3,4,1,1,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03085,39,Female,Divorced,Operations,Operations Manager,Computer Science,3,Travel_Rarely,12,84360,13,21,0,0,0,5,2,No,0,2,4,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03086,25,Female,Single,Operations,Operations Manager,Human Resources,2,Travel_Rarely,5,20663,12,7,1,0,0,2,2,No,2,2,2,4,4,3,3,Yes,Compensation and Benefits,Left for a role offering significantly higher pay.,Yes,Promotion,No,Action didn't address the actual root cause
EMP03087,41,Female,Divorced,IT,IT Support,Technical Degree,2,Travel_Frequently,2,51312,12,23,2,1,0,0,4,No,0,3,4,3,4,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03088,21,Male,Married,Human Resources,Recruiter,Life Sciences,5,Travel_Frequently,11,85380,16,3,0,0,0,7,5,No,0,3,3,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03089,26,Male,Single,Human Resources,Recruiter,Technical Degree,1,Travel_Rarely,1,21451,11,8,0,0,0,7,1,No,1,3,4,3,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03090,50,Female,Single,R&D,Laboratory Technician,Computer Science,4,Travel_Rarely,2,72783,16,32,0,0,0,0,3,Yes,1,3,4,2,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03091,30,Female,Divorced,IT,Software Engineer,Life Sciences,5,Travel_Rarely,5,71899,13,12,3,2,1,2,3,No,0,4,1,4,3,4,3,Yes,Career Growth and Promotion,Expressed frustration over being overlooked for promotion.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03092,34,Female,Divorced,Finance,Financial Analyst,Medical,4,Travel_Frequently,22,87038,15,16,0,0,0,7,3,No,1,2,1,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03093,25,Male,Divorced,Operations,Logistics Coordinator,Other,2,Travel_Rarely,18,77429,12,8,5,4,0,1,0,No,0,1,4,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03094,30,Female,Divorced,Marketing,Marketing Executive,Technical Degree,5,Travel_Frequently,3,55400,19,15,11,8,2,2,5,Yes,1,3,3,1,4,3,4,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03095,22,Female,Divorced,IT,System Analyst,Business,2,Travel_Rarely,7,71707,11,11,9,3,0,4,3,Yes,0,1,3,3,2,4,3,Yes,Managerial and team conflict,Reported ongoing friction with reporting manager.,Yes,Manager Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP03096,46,Male,Married,IT,System Analyst,Life Sciences,3,Travel_Frequently,30,27694,16,28,1,0,1,5,0,No,1,2,1,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03097,20,Male,Single,Finance,Finance Manager,Computer Science,3,Travel_Rarely,1,29414,11,6,5,1,5,2,1,No,0,4,1,4,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03098,33,Female,Divorced,Sales,Sales Representative,Business,5,Travel_Rarely,3,115005,18,15,6,1,1,2,1,No,0,2,3,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03099,32,Female,Divorced,Marketing,Marketing Executive,Human Resources,1,Travel_Frequently,6,77848,19,14,0,0,0,5,3,No,0,3,1,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03100,26,Female,Divorced,Operations,Operations Manager,Computer Science,3,Travel_Frequently,1,40105,11,8,0,0,0,0,5,Yes,1,3,1,3,1,3,3,Yes,Relocation and personal,Needed to relocate closer to family.,Yes,Salary Hike,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP03101,32,Male,Single,Finance,Finance Manager,Life Sciences,5,Travel_Rarely,1,69573,18,14,5,2,2,1,2,No,0,2,4,2,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03102,22,Male,Divorced,Finance,Accountant,Marketing,2,Travel_Rarely,5,59452,11,11,5,1,2,6,1,No,0,3,3,1,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP03103,48,Female,Divorced,Operations,Operations Manager,Business,1,Travel_Rarely,6,42590,11,30,3,2,0,4,1,No,0,3,1,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03104,34,Female,Married,Human Resources,HR Executive,Marketing,2,Non-Travel,3,67556,16,16,0,0,0,6,0,No,1,3,4,3,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03105,44,Female,Divorced,IT,IT Support,Life Sciences,1,Travel_Rarely,1,26983,11,26,0,0,0,5,5,No,2,3,1,1,4,2,3,Yes,Managerial and team conflict,Cited lack of support and recognition from team lead.,Yes,Manager Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP03106,35,Female,Single,Operations,Operations Executive,Life Sciences,1,Travel_Rarely,1,77715,21,17,8,7,0,0,5,No,1,4,3,2,4,1,3,Yes,Career Growth and Promotion,Expressed frustration over being overlooked for promotion.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03107,25,Female,Divorced,Marketing,Marketing Manager,Computer Science,4,Travel_Rarely,3,48270,11,23,21,18,0,6,1,Yes,2,3,1,4,3,4,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03108,30,Male,Married,Sales,Sales Executive,Technical Degree,1,Travel_Rarely,13,72368,16,12,0,0,0,2,4,Yes,0,3,4,4,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03109,33,Female,Single,Sales,Sales Representative,Life Sciences,1,Travel_Rarely,6,50534,17,15,0,0,0,0,0,No,1,3,2,1,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03110,30,Male,Divorced,Finance,Finance Manager,Human Resources,1,Travel_Rarely,14,41641,11,12,1,0,1,5,0,Yes,0,2,3,3,4,4,3,Yes,Work-Life Balance,Left seeking a role with more flexible working hours.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP03111,29,Male,Divorced,Human Resources,Recruiter,Business,1,Travel_Rarely,8,36382,11,11,5,2,3,6,4,Yes,2,3,3,3,4,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03112,34,Male,Divorced,Finance,Accountant,Technical Degree,5,Travel_Rarely,5,108821,16,16,1,0,1,4,0,No,2,1,3,1,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03113,27,Female,Divorced,Finance,Finance Manager,Marketing,1,Travel_Rarely,2,15326,12,9,0,0,0,3,0,No,2,2,2,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03114,20,Male,Divorced,Marketing,Content Strategist,Human Resources,3,Travel_Frequently,3,63884,23,8,4,2,0,6,2,Yes,2,3,1,4,4,4,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03115,31,Female,Married,Sales,Account Manager,Human Resources,4,Travel_Rarely,3,85502,11,13,2,1,0,7,0,No,0,3,1,4,4,3,4,No,,,NA,NA,NA,Employee did not resign
EMP03116,31,Female,Single,R&D,Research Scientist,Computer Science,4,Travel_Rarely,12,47966,12,13,0,0,0,5,2,No,1,2,2,4,4,3,4,No,,,NA,NA,NA,Employee did not resign
EMP03117,36,Male,Married,Marketing,Marketing Executive,Life Sciences,5,Travel_Rarely,2,48449,15,18,8,6,2,0,3,No,2,3,4,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03118,30,Female,Divorced,Operations,Operations Executive,Other,4,Travel_Frequently,9,45760,11,14,10,7,0,6,5,No,0,3,4,4,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03119,39,Male,Married,Sales,Sales Representative,Life Sciences,4,Travel_Rarely,8,51551,12,21,1,0,1,2,1,No,1,2,4,2,4,3,3,Yes,Work-Life Balance,Cited excessive overtime affecting personal life.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03120,26,Male,Single,IT,IT Support,Technical Degree,2,Travel_Rarely,2,45010,19,8,0,0,0,3,4,No,2,2,3,3,1,2,3,Yes,Career Growth and Promotion,Wanted faster career progression than company could offer.,Yes,Role Change,No,Action didn't address the actual root cause
EMP03121,29,Male,Single,Finance,Financial Analyst,Business,3,Travel_Rarely,6,57653,11,11,1,0,1,7,0,Yes,0,2,4,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03122,31,Male,Married,Marketing,Marketing Executive,Computer Science,1,Non-Travel,5,101238,13,13,5,1,5,1,1,No,1,3,2,1,1,1,3,No,,,NA,NA,NA,Employee did not resign
EMP03123,28,Male,Married,Finance,Finance Manager,Life Sciences,2,Travel_Frequently,5,90297,12,10,1,0,1,1,0,No,1,2,4,1,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03124,28,Male,Single,Operations,Operations Executive,Marketing,1,Travel_Rarely,10,59844,12,10,5,3,1,6,5,No,1,2,2,4,1,2,3,Yes,Job Dissatisfaction,Felt the role did not match skill set or interests.,Yes,Role Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP03125,39,Male,Married,Finance,Financial Analyst,Technical Degree,5,Travel_Rarely,5,74894,18,21,4,3,1,5,4,No,1,2,3,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03126,38,Male,Married,Marketing,Content Strategist,Other,5,Travel_Rarely,3,34589,20,20,4,2,1,7,5,No,0,4,2,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03127,44,Female,Single,IT,IT Support,Technical Degree,2,Travel_Frequently,2,39719,13,26,1,0,1,4,1,Yes,0,3,3,4,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03128,34,Female,Married,Finance,Financial Analyst,Human Resources,5,Travel_Rarely,27,47348,11,16,2,1,1,1,2,Yes,1,3,1,3,3,3,4,Yes,Job Dissatisfaction,Felt the role did not match skill set or interests.,Yes,Promotion,No,Action didn't address the actual root cause
EMP03129,38,Female,Single,Sales,Sales Representative,Marketing,4,Travel_Rarely,5,46345,18,20,1,0,1,7,2,No,1,1,4,2,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03130,35,Male,Single,Human Resources,Recruiter,Computer Science,3,Travel_Rarely,7,64337,15,17,4,3,2,5,2,No,2,3,1,4,3,4,3,Yes,Work-Life Balance,Reported burnout due to high workload over long periods.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP03131,30,Male,Married,Human Resources,HR Executive,Technical Degree,3,Travel_Rarely,2,65570,11,12,2,0,2,6,4,No,2,2,4,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03132,29,Female,Married,Operations,Operations Executive,Medical,2,Travel_Rarely,1,86494,12,11,0,0,0,6,2,No,0,3,2,2,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03133,39,Female,Divorced,Finance,Finance Manager,Marketing,2,Travel_Frequently,19,50679,16,21,0,0,0,6,5,Yes,1,1,4,2,1,3,3,Yes,Job Dissatisfaction,Sought a role better aligned with career goals.,Yes,Role Change,No,Offer came too late; decision was already final
EMP03134,43,Male,Divorced,Sales,Sales Executive,Medical,4,Travel_Rarely,14,76044,13,25,0,0,0,2,3,No,1,1,2,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03135,30,Male,Single,Operations,Operations Manager,Technical Degree,3,Travel_Frequently,1,71781,13,12,3,1,1,3,1,Yes,1,4,4,1,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP03136,26,Male,Divorced,IT,DevOps Engineer,Business,4,Non-Travel,2,76494,11,14,6,5,1,4,5,No,1,2,2,3,4,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03137,25,Female,Single,Operations,Operations Manager,Computer Science,2,Travel_Frequently,1,85359,11,7,1,0,1,5,5,No,2,1,3,1,3,2,4,No,,,NA,NA,NA,Employee did not resign
EMP03138,20,Male,Single,Operations,Operations Manager,Marketing,5,Non-Travel,13,48206,11,12,6,3,0,0,2,No,1,4,3,4,4,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03139,32,Female,Single,Marketing,Content Strategist,Business,2,Travel_Rarely,2,19087,16,14,5,4,0,7,3,No,1,3,4,2,3,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03140,20,Male,Married,IT,DevOps Engineer,Computer Science,4,Travel_Rarely,5,67081,12,6,0,0,0,1,0,Yes,0,2,2,4,4,3,3,Yes,Job Dissatisfaction,Felt the role did not match skill set or interests.,Yes,Role Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP03141,36,Female,Married,Marketing,Marketing Executive,Life Sciences,4,Non-Travel,9,79824,14,18,2,0,0,5,2,No,2,3,4,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03142,52,Male,Married,Operations,Logistics Coordinator,Marketing,1,Non-Travel,24,105462,15,34,0,0,0,2,0,No,2,4,3,3,4,4,3,Yes,Career Growth and Promotion,Received an offer with better designation and pay.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03143,33,Female,Divorced,Human Resources,HR Executive,Marketing,1,Travel_Rarely,1,48575,15,15,2,1,1,2,0,Yes,1,2,4,1,3,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03144,28,Male,Single,Marketing,Marketing Executive,Business,3,Travel_Rarely,1,83937,15,10,2,0,2,4,0,No,0,4,4,1,1,1,3,No,,,NA,NA,NA,Employee did not resign
EMP03145,38,Male,Married,Marketing,Marketing Executive,Business,1,Travel_Rarely,16,90456,15,20,1,0,0,7,2,Yes,0,3,3,4,3,1,3,Yes,Career Growth and Promotion,Expressed frustration over being overlooked for promotion.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03146,46,Female,Single,Operations,Logistics Coordinator,Human Resources,4,Travel_Rarely,16,75619,11,28,10,7,0,1,4,Yes,0,3,2,4,3,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03147,41,Male,Divorced,IT,System Analyst,Marketing,1,Travel_Rarely,1,56559,15,23,11,9,1,3,0,Yes,1,1,4,4,4,3,4,No,,,NA,NA,NA,Employee did not resign
EMP03148,31,Female,Divorced,IT,System Analyst,Computer Science,4,Travel_Rarely,3,58637,11,21,12,8,2,7,4,No,0,3,2,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03149,29,Male,Divorced,Operations,Operations Manager,Human Resources,2,Travel_Frequently,22,22675,11,11,2,0,0,2,1,Yes,2,4,2,4,4,2,3,Yes,Medical and Family,Needs to care for an ill family member.,No,Not Applicable,No,"Non-negotiable personal/relocation factor, action could not change outcome"
EMP03150,36,Female,Divorced,Finance,Finance Manager,Life Sciences,2,Travel_Frequently,2,65065,18,18,3,1,3,2,3,Yes,2,2,4,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03151,21,Female,Single,R&D,Research Scientist,Technical Degree,5,Travel_Rarely,7,41596,12,3,2,1,0,7,3,Yes,0,2,2,4,1,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03152,36,Female,Divorced,Finance,Finance Manager,Human Resources,2,Non-Travel,12,65166,11,18,1,0,1,3,5,No,1,2,3,3,1,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03153,45,Female,Divorced,Human Resources,Recruiter,Medical,1,Travel_Rarely,9,58344,11,27,3,1,3,2,3,No,1,4,4,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03154,32,Female,Divorced,Human Resources,HR Manager,Other,1,Travel_Frequently,5,65902,20,14,2,0,2,1,2,No,0,3,3,1,1,3,3,Yes,Compensation and Benefits,Cited lack of salary revision despite good performance.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03155,29,Female,Single,Marketing,Marketing Manager,Business,2,Travel_Rarely,2,48721,11,11,4,2,1,4,1,No,1,1,3,2,2,4,4,No,,,NA,NA,NA,Employee did not resign
EMP03156,37,Female,Married,R&D,ML Engineer,Other,2,Travel_Frequently,1,26097,11,19,7,3,1,5,3,No,1,3,4,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03157,41,Male,Divorced,IT,System Analyst,Other,3,Travel_Rarely,1,62808,12,23,6,4,6,7,3,No,3,3,2,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03158,36,Male,Divorced,Finance,Financial Analyst,Other,4,Travel_Rarely,3,29731,15,18,1,0,1,6,4,No,1,3,1,4,4,3,3,Yes,Compensation and Benefits,Left for a role offering significantly higher pay.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03159,22,Female,Divorced,IT,DevOps Engineer,Marketing,5,Travel_Frequently,1,85324,13,4,1,0,1,7,4,Yes,1,3,4,1,4,1,3,Yes,Career Growth and Promotion,Left to take up a more senior designation elsewhere.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03160,46,Female,Divorced,IT,DevOps Engineer,Marketing,2,Travel_Rarely,6,65707,17,28,1,0,0,0,2,No,1,3,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03161,27,Male,Married,Human Resources,Recruiter,Life Sciences,5,Travel_Rarely,7,71161,11,28,22,21,1,5,2,No,0,4,4,3,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03162,42,Male,Married,Human Resources,Recruiter,Marketing,2,Travel_Rarely,1,91815,15,24,4,3,4,3,5,No,2,2,2,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03163,31,Female,Single,Human Resources,HR Executive,Business,4,Travel_Frequently,1,119168,22,13,0,0,0,4,0,No,1,4,1,3,2,3,3,Yes,Job Dissatisfaction,Reported the day-to-day work was not fulfilling.,Yes,Role Change,Yes,Action directly addressed the root cause of dissatisfaction
EMP03164,36,Female,Divorced,Finance,Finance Manager,Other,5,Travel_Rarely,20,62495,12,18,6,5,0,4,3,Yes,1,2,2,3,3,3,4,No,,,NA,NA,NA,Employee did not resign
EMP03165,25,Male,Single,Sales,Sales Executive,Human Resources,5,Travel_Frequently,1,58503,18,14,6,2,2,5,1,No,0,2,3,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03166,27,Female,Married,R&D,Data Scientist,Human Resources,2,Travel_Frequently,11,99615,15,9,0,0,0,4,3,No,1,2,4,4,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03167,29,Female,Divorced,IT,DevOps Engineer,Computer Science,2,Travel_Frequently,3,56913,11,11,10,7,0,0,3,No,0,3,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03168,23,Female,Single,R&D,Data Scientist,Technical Degree,2,Travel_Frequently,12,68221,11,8,0,0,0,6,1,No,0,3,2,2,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03169,31,Female,Married,Marketing,Marketing Manager,Technical Degree,2,Travel_Rarely,3,68613,21,13,6,5,0,6,0,No,2,3,4,4,4,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03170,36,Female,Married,IT,Software Engineer,Marketing,3,Travel_Rarely,2,36212,21,18,1,0,1,6,5,No,3,3,2,2,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03171,28,Male,Divorced,Sales,Sales Manager,Business,4,Travel_Frequently,2,42887,20,13,4,1,0,0,4,No,1,3,4,3,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03172,32,Female,Single,R&D,Data Scientist,Marketing,4,Travel_Frequently,7,84849,11,14,1,0,0,7,0,Yes,0,3,4,2,2,1,3,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,Yes,Manager Change,No,Action didn't address the actual root cause
EMP03173,34,Male,Married,IT,System Analyst,Business,1,Travel_Frequently,2,42984,19,16,4,3,2,7,1,No,2,3,1,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03174,30,Female,Married,R&D,Research Scientist,Business,1,Non-Travel,3,57135,11,12,10,3,1,5,5,No,0,4,4,2,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03175,39,Female,Married,Marketing,Content Strategist,Business,1,Travel_Rarely,2,102633,16,21,0,0,0,3,3,No,1,3,1,4,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03176,29,Female,Divorced,IT,IT Support,Human Resources,3,Travel_Rarely,1,47262,15,11,1,0,1,4,3,No,1,3,4,3,2,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03177,35,Male,Married,R&D,Research Scientist,Medical,5,Travel_Frequently,3,73888,15,17,2,0,0,2,5,No,1,3,4,4,2,2,4,No,,,NA,NA,NA,Employee did not resign
EMP03178,38,Male,Single,Operations,Operations Manager,Other,5,Travel_Rarely,1,72742,18,20,5,1,1,4,4,No,0,2,2,3,4,2,3,Yes,Work-Life Balance,Reported burnout due to high workload over long periods.,Yes,Flexible Work,Yes,Action directly addressed the root cause of dissatisfaction
EMP03179,30,Male,Single,Finance,Financial Analyst,Business,5,Travel_Rarely,14,38436,22,12,0,0,0,7,1,Yes,1,4,4,4,4,1,3,No,,,NA,NA,NA,Employee did not resign
EMP03180,23,Male,Single,R&D,Data Scientist,Business,2,Travel_Frequently,7,26618,15,6,2,0,2,6,4,No,0,4,1,3,4,3,3,Yes,Career Growth and Promotion,Felt there was no clear promotion path in current role.,Yes,Promotion,Yes,Action directly addressed the root cause of dissatisfaction
EMP03181,25,Male,Married,Finance,Accountant,Human Resources,4,Travel_Frequently,14,77266,15,15,8,3,8,4,5,No,0,3,1,3,3,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03182,20,Female,Single,Sales,Sales Manager,Medical,2,Travel_Rarely,18,58281,12,19,11,5,3,4,5,Yes,1,4,1,3,3,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03183,53,Female,Divorced,Marketing,Marketing Executive,Technical Degree,4,Travel_Rarely,3,40992,19,35,0,0,0,6,2,No,0,2,3,1,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03184,33,Male,Single,Finance,Finance Manager,Computer Science,4,Travel_Frequently,1,72439,21,15,9,4,0,2,2,No,1,3,4,2,2,2,3,No,,,NA,NA,NA,Employee did not resign
EMP03185,39,Male,Single,Operations,Logistics Coordinator,Human Resources,2,Non-Travel,5,72753,11,21,4,2,2,1,3,No,2,3,1,2,4,1,3,Yes,Managerial and team conflict,Cited lack of support and recognition from team lead.,No,Not Applicable,No,No retention conversation initiated before exit
EMP03186,35,Male,Married,Marketing,Marketing Manager,Medical,1,Travel_Rarely,17,34908,14,17,7,2,1,3,0,No,2,3,4,3,2,4,3,No,,,NA,NA,NA,Employee did not resign
EMP03187,29,Male,Married,Operations,Logistics Coordinator,Computer Science,5,Travel_Frequently,1,60629,14,11,0,0,0,4,5,No,1,2,3,3,2,1,3,No,,,NA,NA,NA,Employee did not resign
EMP03188,31,Female,Divorced,IT,Software Engineer,Life Sciences,5,Travel_Rarely,7,60525,16,13,5,3,2,1,3,No,2,3,2,4,4,3,3,No,,,NA,NA,NA,Employee did not resign
EMP03189,25,Female,Single,Marketing,Marketing Executive,Human Resources,3,Travel_Rarely,2,54380,17,7,2,1,1,7,0,No,2,3,1,1,1,3,3,No,,,NA,NA,NA,Employee did not resign
